Date,Treatment,Replicate,Family,Species,Length,count,a,b
2022-12-10,BQ,1,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-10,BQ,1,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
2022-12-10,BQ,1,Blenniidae,Petroscirtes sp.,6,1,NA,NA
2022-12-10,BQ,1,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-12-10,BQ,1,Blenniidae,Petroscirtes sp.,5,1,NA,NA
2022-12-10,BQ,1,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-10,BQ,1,Siganidae,Siganus doliatus,3.5,1,NA,NA
2022-12-10,BH,1,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-10,BH,1,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-10,BH,1,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-10,BH,1,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-10,BH,1,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-10,BH,1,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-10,BH,1,Labridae,Stethojulis strigiventer,7,1,NA,NA
2022-12-10,BH,1,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-10,BH,1,Pomacentridae,Pomacentrus adelus,6,1,NA,NA
2022-12-10,W,1,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-10,W,1,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-10,W,1,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-10,W,1,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-10,W,1,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-10,W,1,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-10,W,1,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA
2022-12-10,W,1,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-10,W,1,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-10,W,1,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA
2022-12-10,W,1,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-10,W,1,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-10,W,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-10,W,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-10,W,1,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-10,W,1,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-10,W,1,Mullidae,Parupeneus indicus,5,1,NA,NA
2022-12-10,W,3,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-10,W,3,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-12-10,W,3,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-10,W,3,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-10,W,3,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-10,W,3,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-10,W,3,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-10,W,3,Blenniidae,Petroscirtes sp.,5,1,NA,NA
2022-12-10,W,3,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-10,W,3,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-12-10,W,3,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-10,W,3,Lutjanidae,Lutjanus carponotatus,3,1,NA,NA
2022-12-10,W,3,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-10,W,3,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-10,W,3,Pomacentridae,Pomacentrus tripunctatus,7,1,NA,NA
2022-12-10,BQ,3,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-10,BQ,3,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-10,BQ,3,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-10,BQ,3,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-10,BQ,3,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-10,BQ,3,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-10,BH,3,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-10,BH,3,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-10,BH,3,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-10,BH,3,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-12-10,BH,3,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-10,BH,3,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-10,BH,3,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-10,BH,3,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-10,BH,3,Pomacentridae,Pomacentrus tripunctatus,5,1,NA,NA
2022-12-10,BH,3,Labridae,Stethojulis interrupta,6,1,NA,NA
2022-12-10,BH,3,Labridae,Stethojulis interrupta,7,1,NA,NA
2022-12-10,W,4,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-10,W,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-10,W,4,Labridae,Stethojulis interrupta,6,1,NA,NA
2022-12-10,W,4,Labridae,Stethojulis strigiventer,4,1,NA,NA
2022-12-10,W,4,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-12-10,W,4,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-10,W,4,Blenniidae,Petroscirtes sp.,1,1,NA,NA
2022-12-10,W,4,Blenniidae,Petroscirtes sp.,5,1,NA,NA
2022-12-10,W,4,Blenniidae,Petroscirtes sp.,6,1,NA,NA
2022-12-10,W,4,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-10,W,4,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-10,W,4,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-10,W,4,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-12-10,W,4,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-10,W,4,Siganidae,Siganus fuscescens,4,1,NA,NA
2022-12-10,W,4,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-10,W,4,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
2022-12-10,W,4,Mullidae,Parupeneus barberinus,5,1,0.0151,3.078
2022-12-10,BQ,4,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-10,BQ,4,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-10,BQ,4,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-10,BQ,4,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-10,BQ,4,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-10,BQ,4,Labridae,Stethojulis interrupta,6,1,NA,NA
2022-12-11,BQ,1,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-11,BQ,1,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-11,BQ,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-11,BQ,1,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-11,BH,1,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-11,BH,1,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-11,BH,1,Serranidae,Epinephalus merra,2.5,1,NA,NA
2022-12-11,W,1,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-11,W,1,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,W,1,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,W,1,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-11,W,1,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-11,W,1,Labridae,Stethojulis interrupta,5,1,NA,NA
2022-12-11,W,1,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-12-11,W,1,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-12-11,W,1,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-11,W,1,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-11,W,1,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,W,1,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,W,1,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-11,W,1,Siganidae,Siganus fuscescens,5,1,NA,NA
2022-12-11,W,1,Mullidae,Parupeneus indicus,4,1,NA,NA
2022-12-11,W,3,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-11,W,3,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-11,W,3,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-12-11,W,3,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,W,3,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,W,3,Labridae,Stethojulis interrupta,5,1,NA,NA
2022-12-11,W,3,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,W,3,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-12-11,W,3,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-12-11,W,3,Blenniidae,Petroscirtes sp.,5,1,NA,NA
2022-12-11,W,3,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-11,W,3,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-11,W,3,Labridae (Scarinae),Scarus sp.,5,1,NA,NA
2022-12-11,BQ,3,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-11,BQ,3,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-11,BQ,3,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,BQ,3,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-11,BQ,3,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,BQ,3,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-11,BH,3,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-11,BH,3,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,BH,3,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,BH,3,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-11,BH,3,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-11,BH,3,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,BH,3,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,BH,3,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-11,W,4,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-11,W,4,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,W,4,Labridae,Stethojulis strigiventer,3,1,NA,NA
2022-12-11,W,4,Labridae,Stethojulis interrupta,6,1,NA,NA
2022-12-11,W,4,Labridae,Stethojulis interrupta,5,1,NA,NA
2022-12-11,W,4,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-11,W,4,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-11,W,4,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-11,W,4,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-12-11,W,4,Blenniidae,Petroscirtes sp.,5,1,NA,NA
2022-12-11,W,4,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-11,W,4,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-11,W,4,Mullidae,Parupeneus barberinus,5,1,0.0151,3.078
2022-12-11,W,4,Lethrinidae,Lethrinus nebulosus,6,1,0.0204,2.975
2022-12-11,W,4,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-11,W,4,Siganidae,Siganus fuscescens,3,1,NA,NA
2022-12-11,W,4,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,BQ,4,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-11,BQ,4,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,BQ,4,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,BQ,4,Labridae,Stethojulis interrupta,5,1,NA,NA
2022-12-11,BH,4,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-11,BH,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,BH,4,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-11,BH,4,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-11,BH,4,Lethrinidae,Lethrinus nebulosus,7,1,0.0204,2.975
2022-12-11,BH,4,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,BH,4,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA
2022-12-11,BH,4,Siganidae,Siganus fuscescens,5,1,NA,NA
2022-12-11,DM,4,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-12-11,DM,4,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-11,DM,4,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-11,DM,4,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,DM,4,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,DM,4,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-11,DM,4,Blenniidae,Petroscirtes sp.,5,1,NA,NA
2022-12-11,DM,4,Lethrinidae,Lethrinus variegatus,7,1,NA,NA
2022-12-11,DM,4,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-11,DM,4,Siganidae,Siganus doliatus,3.5,1,NA,NA
2022-12-11,DM,4,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
2022-12-11,DL,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,DL,4,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-11,DL,4,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-11,DL,4,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,DL,4,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-11,DL,4,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,DL,4,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
2022-12-11,DL,4,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
2022-12-11,DL,4,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,DL,4,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,DL,4,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,DL,4,Lethrinidae,Lethrinus variegatus,4,1,NA,NA
2022-12-11,W,5,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,W,5,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-11,W,5,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,W,5,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,W,5,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,W,5,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,W,5,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-11,W,5,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-12-11,W,5,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-11,W,5,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
2022-12-11,W,5,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
2022-12-11,W,5,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA
2022-12-11,W,5,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,W,5,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,W,5,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-11,W,5,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-11,W,5,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-11,W,5,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-11,W,5,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-11,W,5,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-11,W,5,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-11,W,5,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-11,W,5,Siganidae,Siganus fuscescens,3,1,NA,NA
2022-12-11,BH,5,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-11,BH,5,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,BH,5,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,BH,5,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-11,BH,5,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,BH,5,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,BH,5,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-12-11,BH,5,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,BH,5,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,BH,5,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
2022-12-11,BH,5,Pomacentridae,Pomacentrus tripunctatus,3.5,1,NA,NA
2022-12-11,BH,5,Pomacentridae,Pomacentrus wardi,2,1,NA,NA
2022-12-11,BH,5,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-11,BH,5,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-11,BH,5,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-11,DM,5,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-12-11,DM,5,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,DM,5,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-11,DM,5,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-11,DM,5,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-11,DM,5,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,BQ,5,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,BQ,5,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-11,BQ,5,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,DL,5,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-11,DL,5,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,DL,5,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,DL,3,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,DL,3,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,DL,3,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-11,DL,3,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,DL,3,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,DL,3,Siganidae,Siganus fuscescens,6,1,NA,NA
2022-12-11,DL,3,Lethrinidae,Lethrinus nebulosus,6,1,0.0204,2.975
2022-12-11,DM,3,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-11,DM,3,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-12-11,DM,3,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-11,DM,3,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,DM,3,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,DM,3,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-11,DM,3,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,DM,3,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-11,DM,3,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-11,DM,3,Siganidae,Siganus lineatus,4,1,NA,NA
2022-12-11,DM,3,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-11,DM,3,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA
2022-12-11,DM,3,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,DM,3,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,DM,3,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
2022-12-11,W,2,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-11,W,2,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,W,2,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-11,W,2,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-11,W,2,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-12-11,W,2,Labridae,Stethojulis interrupta,4,1,NA,NA
2022-12-11,W,2,Labridae,Stethojulis interrupta,6,1,NA,NA
2022-12-11,W,2,Labridae,Stethojulis interrupta,5,1,NA,NA
2022-12-11,W,2,Labridae,Stethojulis strigiventer,4,1,NA,NA
2022-12-11,W,2,Labridae,Coris batuensis,2,1,NA,NA
2022-12-11,W,2,Siganidae,Siganus spinus,3.5,1,NA,NA
2022-12-11,W,2,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-11,W,2,Mullidae,Parupeneus barberinus,5,1,0.0151,3.078
2022-12-11,W,2,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,W,2,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-11,W,2,Blenniidae,Petroscirtes sp.,5,1,NA,NA
2022-12-11,W,2,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-12-11,W,2,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-11,W,2,Lethrinidae,Lethrinus atkinsoni,4,1,NA,NA
2022-12-11,DM,2,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,DM,2,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,DM,2,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-11,DM,2,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-11,DM,2,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
2022-12-11,DM,2,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,DM,2,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-11,DM,2,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-11,DM,2,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-11,BH,2,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,BH,2,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-11,BH,2,Labridae,Halichoeres miniatus,3.5,1,NA,NA
2022-12-11,BH,2,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-11,BH,2,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-11,BH,2,Siganidae,Siganus fuscescens,4,1,NA,NA
2022-12-11,BH,2,Siganidae,Siganus fuscescens,3,1,NA,NA
2022-12-11,BH,2,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-11,BH,2,Lethrinidae,Lethrinus variegatus,6,1,NA,NA
2022-12-11,BH,2,Lethrinidae,Lethrinus nebulosus,8,1,0.0204,2.975
2022-12-11,BH,2,Mullidae,Parupeneus indicus,11,1,NA,NA
2022-12-11,BH,2,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-11,DL,2,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-11,DL,2,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-11,DL,2,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,DL,2,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-12-11,DL,2,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,BQ,2,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,BQ,2,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-11,BQ,2,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-11,BQ,2,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA
2022-12-11,DM,1,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-11,DM,1,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-11,DM,1,Labridae,Stethojulis strigiventer,2.5,1,NA,NA
2022-12-11,DM,1,Labridae,Stethojulis interrupta,5,1,NA,NA
2022-12-11,DM,1,Siganidae,Siganus lineatus,4,1,NA,NA
2022-12-11,DM,1,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-11,DM,1,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-11,DM,1,Mullidae,Parupeneus indicus,4,1,NA,NA
2022-12-11,DM,1,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-12-11,DM,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-11,DM,1,Blenniidae,Petroscirtes sp.,5,1,NA,NA
2022-12-11,DM,1,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
2022-12-11,DM,1,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,DM,1,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-11,DM,1,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
2022-12-11,DM,1,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA
2022-12-11,DL,1,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-11,DL,1,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-12,W,5,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-12-12,W,5,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-12-12,W,5,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-12-12,W,5,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-12,W,5,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-12,W,5,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-12-12,W,5,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-12-12,W,5,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-12-12,W,5,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-12-12,W,5,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-12-12,W,5,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-12-12,W,5,Siganidae,Siganus doliatus,3,1,NA,NA
2022-12-12,W,5,Siganidae,Siganus fuscescens,3.5,1,NA,NA
2022-12-12,W,5,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-12,W,5,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-12,W,5,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-12-12,W,5,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-12,W,5,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-12,W,5,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-12-12,W,5,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-12-12,W,5,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-12,W,5,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-12,W,5,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-12-12,W,5,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA
2022-12-12,W,5,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
